length,entropy,mean,std,median,chi2_stat,chi2_p_value,unique_bytes,unique_ratio,max_freq,min_freq,freq_range,freq_std,mod_8,mod_16,is_mod_8,is_mod_16,first_byte,starts_with_0x30,is_der,autocorr_1,autocorr_2,autocorr_8,bit_entropy,nibble_chi2,rep_8,rep_16,algorithm
32,4.75,120.5625,81.0412,134.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,74,0,0,-0.119155,-0.356932,-0.038905,0.974018,12.5,0,0,Diffie-Hellman
32,5.0,130.25,65.7386,122.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,93,0,0,0.07988,0.198274,0.145353,0.984018,15.0,0,0,Diffie-Hellman
32,4.9375,107.9688,69.6462,94.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,22,0,0,-0.251626,0.163445,-0.282968,0.99034,10.5,0,0,Diffie-Hellman
32,4.875,127.2812,76.6666,123.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,227,0,0,0.136707,0.13992,-0.152644,0.983302,16.0,0,0,Diffie-Hellman
32,4.875,129.7812,68.078,138.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,84,0,0,-0.129076,-0.154094,0.192357,0.985843,29.0,0,0,Diffie-Hellman
32,4.9375,122.3438,62.9378,124.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,40,0,0,0.128456,-0.026121,-0.194228,0.972236,12.0,0,0,Diffie-Hellman
32,4.875,127.0312,72.8871,129.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,178,0,0,-0.193145,-0.027926,-0.371635,0.983122,9.5,0,0,Diffie-Hellman
32,4.8125,138.6875,62.319,133.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,169,0,0,0.043146,-0.112455,0.165114,0.98295,10.0,0,0,Diffie-Hellman
32,4.9375,111.1562,61.8744,102.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,249,0,0,-0.112721,0.066275,-0.146819,0.987222,16.5,0,0,Diffie-Hellman
32,4.75,123.0312,71.5622,114.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,232,0,0,0.155908,0.263532,0.102201,0.98361,9.0,0,0,Diffie-Hellman
32,4.75,139.125,65.889,149.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,68,0,0,-0.173239,0.014403,0.310195,0.971505,11.0,0,0,Diffie-Hellman
32,4.85141,108.8438,68.4809,96.5,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,21,0,0,0.071949,-0.024356,0.123341,0.962219,15.0,0,0,Diffie-Hellman
32,4.75,134.5,76.8342,121.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,32,0,0,-0.168473,-0.173997,0.116955,0.96634,12.5,0,0,Diffie-Hellman
32,4.875,148.625,76.8809,159.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,67,0,0,-0.032396,-0.314759,-0.015871,0.977218,17.5,0,0,Diffie-Hellman
32,4.8125,159.2812,71.1606,152.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,133,0,0,0.063505,0.078848,-0.016335,0.961335,28.5,0,0,Diffie-Hellman
32,4.875,114.9688,63.081,117.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,222,0,0,-0.014549,-0.117108,0.001557,0.980844,17.0,0,0,Diffie-Hellman
32,4.9375,122.375,65.5976,105.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,246,0,0,0.223968,0.200268,0.142581,0.986903,19.0,0,0,Diffie-Hellman
32,4.875,144.1875,80.2541,150.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,32,0,0,0.029968,-0.257139,0.139399,0.982198,16.5,0,0,Diffie-Hellman
32,4.9375,130.1562,68.9851,127.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,187,0,0,-0.233321,0.088004,-0.001439,0.969729,8.5,0,0,Diffie-Hellman
32,4.9375,134.875,81.0173,156.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,239,0,0,-0.186304,-0.154764,-0.01391,0.994352,15.5,0,0,Diffie-Hellman
32,4.9375,121.5625,78.2775,125.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,176,0,0,-0.143374,-0.046269,-0.02947,0.989387,10.5,0,0,Diffie-Hellman
32,4.875,126.875,77.5817,111.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,192,0,0,-0.162713,-0.095625,0.2155,0.973243,13.5,0,0,Diffie-Hellman
32,4.875,134.5,74.732,128.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,202,0,0,0.08909,0.013554,-0.339343,0.984326,13.0,0,0,Diffie-Hellman
32,5.0,142.4375,77.2354,151.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,243,0,0,-0.293268,-0.211288,-0.074582,0.98149,14.0,0,0,Diffie-Hellman
32,4.75,134.6562,77.9213,126.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,231,0,0,0.13463,-0.003974,-0.193714,0.980043,12.0,0,0,Diffie-Hellman
32,4.9375,150.875,67.8504,162.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,213,0,0,0.041654,0.092155,-0.031944,0.971452,11.5,0,0,Diffie-Hellman
32,4.8125,137.5938,77.9158,165.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,70,0,0,-0.269728,-0.119041,0.216814,0.983657,20.5,0,0,Diffie-Hellman
32,4.9375,139.1562,65.9285,144.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,235,0,0,-0.155277,-0.195691,-0.114987,0.98548,7.0,0,0,Diffie-Hellman
32,4.875,102.6875,70.6083,91.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,26,0,0,0.082071,0.112158,0.187897,0.956914,24.0,0,0,Diffie-Hellman
32,4.9375,125.9062,79.7368,136.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,192,0,0,-0.159641,-0.227004,0.219501,0.995765,12.5,0,0,Diffie-Hellman
32,4.875,129.0,64.2159,130.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,41,0,0,0.014415,0.175006,-0.379107,0.978873,22.5,0,0,Diffie-Hellman
32,4.875,116.3438,76.1691,115.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,83,0,0,-0.011229,-0.186387,0.075717,0.976366,16.5,0,0,Diffie-Hellman
32,4.8125,129.5,80.8992,105.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,43,0,0,0.2138,-0.478564,0.217945,0.952993,19.5,0,0,Diffie-Hellman
32,4.875,124.4062,57.9093,114.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,65,0,0,0.329263,0.308709,0.138522,0.978994,15.0,0,0,Diffie-Hellman
32,4.875,117.2812,76.0667,111.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,125,0,0,0.416154,0.183642,-0.498152,0.986207,12.0,0,0,Diffie-Hellman
32,4.75,128.2812,76.5483,124.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,86,0,0,0.018576,-0.290705,0.279206,0.9676,15.0,0,0,Diffie-Hellman
32,4.8125,110.3125,78.1183,84.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,161,0,0,0.216601,0.181657,0.070428,0.974347,22.0,0,0,Diffie-Hellman
32,4.9375,134.4375,67.3401,125.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,122,0,0,-0.053258,-0.290343,0.144451,0.995754,7.0,0,0,Diffie-Hellman
32,4.8125,128.2188,64.5217,131.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,239,0,0,0.36467,-0.060242,-0.335672,0.985457,14.0,0,0,Diffie-Hellman
32,4.875,134.0,67.9568,139.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,96,0,0,-0.238814,-0.112406,-0.008559,0.976829,12.0,0,0,Diffie-Hellman
32,4.875,124.5,78.3019,121.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,66,0,0,-0.270315,-0.122781,0.193016,0.983336,13.0,0,0,Diffie-Hellman
32,4.875,127.625,76.1256,119.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,66,0,0,-0.003358,0.108611,0.122829,0.981174,15.0,0,0,Diffie-Hellman
32,4.75,117.2812,57.5072,119.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,124,0,0,-0.260004,0.195739,-0.288073,0.955792,27.0,0,0,Diffie-Hellman
32,5.0,138.1875,70.2346,147.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,25,0,0,0.147636,-0.194393,-0.202581,0.992576,8.0,0,0,Diffie-Hellman
32,5.0,129.625,66.8238,130.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,141,0,0,-0.062781,-0.084705,-0.209969,0.982984,21.5,0,0,Diffie-Hellman
32,5.0,105.9062,74.697,91.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,77,0,0,-0.252505,0.038633,-0.275344,0.983963,8.0,0,0,Diffie-Hellman
32,4.875,150.2188,77.7149,173.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,124,0,0,-0.044255,-0.219611,-0.127849,0.983657,9.0,0,0,Diffie-Hellman
32,4.85141,106.0,84.0539,87.0,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,1,0,0,0.192082,-0.105663,0.016134,0.98476,15.0,0,0,Diffie-Hellman
32,4.875,138.1875,72.4221,119.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,112,0,0,-0.05805,0.057589,0.004731,0.959688,20.0,0,0,Diffie-Hellman
32,4.9375,138.1562,70.3012,132.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,130,0,0,0.022688,-0.076232,-0.033541,0.989385,11.5,0,0,Diffie-Hellman
32,5.0,122.0312,73.5899,130.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,190,0,0,-0.083505,-0.050786,0.214273,0.983963,11.5,0,0,Diffie-Hellman
32,4.875,135.5938,61.331,127.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,77,0,0,-0.285403,-0.021633,-0.07523,0.955361,29.0,0,0,Diffie-Hellman
32,4.875,136.5312,64.5973,132.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,104,0,0,-0.249528,-0.162505,0.359643,0.970759,17.5,0,0,Diffie-Hellman
32,4.8125,106.375,75.4307,98.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,102,0,0,-0.315119,-0.287123,-0.330911,0.980477,16.0,0,0,Diffie-Hellman
32,4.8125,146.0312,74.4931,140.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,22,0,0,-0.166394,0.255292,-0.077161,0.964641,8.5,0,0,Diffie-Hellman
32,4.9375,113.2812,63.0854,105.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,86,0,0,0.000106,-0.158091,0.014009,0.964189,11.0,0,0,Diffie-Hellman
32,5.0,126.8125,73.6811,126.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,132,0,0,0.103936,0.002277,-0.018455,0.983666,8.0,0,0,Diffie-Hellman
32,4.8125,95.3438,67.9782,87.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,32,0,0,-0.034403,0.040145,0.216021,0.9555,7.5,0,0,Diffie-Hellman
32,5.0,113.25,77.2075,110.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,8,0,0,-0.072175,0.174749,0.12968,0.990456,12.5,0,0,Diffie-Hellman
32,5.0,119.875,64.4524,108.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,71,0,0,-0.333927,0.089006,0.424764,0.986889,12.5,0,0,Diffie-Hellman
32,4.75,113.375,79.2708,101.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,94,0,0,0.15952,-0.068361,0.056859,0.970381,31.5,0,0,Diffie-Hellman
32,4.875,138.4688,83.506,139.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,160,0,0,0.171724,0.055595,-0.091449,0.975072,16.5,0,0,Diffie-Hellman
32,4.875,143.0312,75.9229,163.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,251,0,0,-0.155592,0.147015,0.277023,0.982268,13.0,0,0,Diffie-Hellman
32,4.9375,97.5,72.907,82.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,2,0,0,0.120639,-0.220137,0.042494,0.965491,13.5,0,0,Diffie-Hellman
32,4.9375,137.9688,75.6044,159.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,207,0,0,-0.11653,0.032829,0.004354,0.966719,20.5,0,0,Diffie-Hellman
32,4.875,135.9375,70.9449,142.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,141,0,0,0.112338,0.041681,-0.058133,0.984007,6.0,0,0,Diffie-Hellman
32,4.75,131.2188,68.9179,124.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,198,0,0,-0.00938,0.102846,0.016945,0.976502,25.5,0,0,Diffie-Hellman
32,4.66391,122.3125,77.9256,110.5,320.0,0.003534,27,0.1055,3,0,3,0.3953,0,0,1,1,20,0,0,-0.147809,-0.130554,0.030264,0.985809,7.0,0,0,Diffie-Hellman
32,4.875,117.375,72.8688,104.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,32,0,0,0.126644,0.075225,0.044124,0.985434,20.0,0,0,Diffie-Hellman
32,4.8125,130.625,78.3963,125.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,27,0,0,0.036014,-0.270908,0.076423,0.987585,16.5,0,0,Diffie-Hellman
32,4.875,115.9688,67.9221,120.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,76,0,0,-0.077114,-0.193195,-0.101194,0.988293,16.0,0,0,Diffie-Hellman
32,4.9375,107.3438,69.9158,83.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,39,0,0,-0.140472,-0.329231,-0.272156,0.981115,14.0,0,0,Diffie-Hellman
32,4.85141,122.5938,76.5694,91.5,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,166,0,0,0.129902,0.474728,-0.375397,0.953745,25.5,0,0,Diffie-Hellman
32,4.875,135.4375,77.9451,140.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,171,0,0,-0.167159,-0.145176,-0.236132,0.98469,13.5,0,0,Diffie-Hellman
32,4.9375,142.0938,61.3155,139.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,212,0,0,0.250274,0.017588,-0.036073,0.968824,12.5,0,0,Diffie-Hellman
32,5.0,129.1875,72.2675,105.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,15,0,0,0.133602,-0.026155,0.101756,0.967944,18.0,0,0,Diffie-Hellman
32,4.9375,116.0938,67.3927,120.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,19,0,0,-0.203162,-0.318365,0.27256,0.9908,11.5,0,0,Diffie-Hellman
32,4.6875,134.4062,79.7013,164.0,304.0,0.019057,27,0.1055,2,0,2,0.3853,0,0,1,1,35,0,0,0.184355,0.108623,0.039986,0.983302,9.5,0,0,Diffie-Hellman
32,4.6875,131.5,73.6665,156.5,304.0,0.019057,27,0.1055,2,0,2,0.3853,0,0,1,1,48,1,0,-0.096795,0.18573,-0.147111,0.96641,14.0,0,0,Diffie-Hellman
32,4.8125,118.1875,65.463,115.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,117,0,0,-0.107298,0.30525,0.140023,0.990092,10.5,0,0,Diffie-Hellman
32,5.0,123.7812,82.4105,124.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,47,0,0,-0.005018,-0.407825,0.228156,0.993281,11.0,0,0,Diffie-Hellman
32,4.8125,135.1875,71.7288,154.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,200,0,0,0.14411,-0.279867,0.242739,0.987585,10.5,0,0,Diffie-Hellman
32,4.75,109.8125,71.2432,103.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,15,0,0,-0.040174,-0.036803,-0.395911,0.958326,22.0,0,0,Diffie-Hellman
32,4.75,132.6562,73.6277,129.0,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,9,0,0,-0.141539,-0.028579,0.029861,0.981819,10.5,0,0,Diffie-Hellman
32,4.8125,112.9375,79.4024,97.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,78,0,0,0.266414,0.127701,0.34099,0.978631,9.5,0,0,Diffie-Hellman
32,4.875,114.8125,74.7744,115.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,210,0,0,-0.427555,-0.221898,0.049481,0.984397,9.5,0,0,Diffie-Hellman
32,4.8125,119.3125,72.9582,115.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,112,0,0,0.278501,-0.049521,-0.197879,0.971088,17.0,0,0,Diffie-Hellman
32,4.9375,121.25,74.8636,112.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,31,0,0,0.029781,-0.349597,-0.218957,0.985113,19.0,0,0,Diffie-Hellman
32,4.75,136.9375,75.4109,140.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,217,0,0,0.008021,-0.18296,0.13183,0.944518,28.5,0,0,Diffie-Hellman
32,4.72641,104.2188,67.5411,87.5,304.0,0.019057,28,0.1094,3,0,3,0.3853,0,0,1,1,64,0,0,-0.049357,-0.013109,0.096977,0.975685,12.0,0,0,Diffie-Hellman
32,4.9375,126.125,79.2057,116.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,148,0,0,-0.023952,0.017901,-0.091448,0.981467,21.0,0,0,Diffie-Hellman
32,5.0,135.8438,69.9313,134.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,117,0,0,-0.302672,0.115645,0.094497,0.977571,18.0,0,0,Diffie-Hellman
32,4.875,145.9688,74.1774,151.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,137,0,0,0.205687,-0.180894,0.217891,0.981526,22.5,0,0,Diffie-Hellman
32,5.0,125.6875,71.68,134.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,70,0,0,-0.11561,-0.203987,0.40614,0.969735,13.0,0,0,Diffie-Hellman
32,4.625,140.4688,63.8274,146.5,320.0,0.003534,26,0.1016,2,0,2,0.3953,0,0,1,1,242,0,0,-0.03188,-0.203392,-0.539525,0.971684,19.0,0,0,Diffie-Hellman
32,4.9375,117.7188,74.7129,102.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,79,0,0,-0.258176,-0.17592,0.501035,0.981503,8.5,0,0,Diffie-Hellman
32,4.875,149.5625,73.1719,160.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,245,0,0,-0.052879,-0.018712,0.20514,0.98582,20.5,0,0,Diffie-Hellman
32,4.8125,110.75,71.6798,107.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,35,0,0,0.356328,0.099804,-0.149546,0.982268,10.5,0,0,Diffie-Hellman
32,4.875,138.7188,68.9634,147.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,151,0,0,-0.291459,-0.138905,0.108455,0.937536,18.0,0,0,Diffie-Hellman
32,4.75,139.9062,75.4447,155.5,288.0,0.076098,28,0.1094,2,0,2,0.375,0,0,1,1,11,0,0,0.167588,-0.174486,0.116997,0.971731,25.5,0,0,Diffie-Hellman
32,4.875,124.1562,77.052,110.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,124,0,0,0.187171,0.228613,-0.139978,0.986103,16.0,0,0,Diffie-Hellman
32,5.0,137.9688,68.8901,149.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,113,0,0,-0.055229,0.255812,-0.037853,0.980443,7.0,0,0,Diffie-Hellman
32,5.0,125.6562,79.8059,121.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,234,0,0,-0.106886,-0.212394,0.231535,0.980994,6.5,0,0,Diffie-Hellman
32,4.875,119.9688,69.622,129.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,28,0,0,-0.040046,-0.119111,-0.16274,0.979933,18.5,0,0,Diffie-Hellman
32,4.9375,124.4688,79.0229,127.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,143,0,0,-0.226631,-0.157191,-0.017494,0.993634,14.0,0,0,Diffie-Hellman
32,4.9375,118.4375,76.2229,97.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,224,0,0,0.056958,-0.296551,0.44881,0.971511,12.0,0,0,Diffie-Hellman
32,4.9375,137.5,69.1448,140.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,156,0,0,0.106048,0.032813,-0.232947,0.971858,17.5,0,0,Diffie-Hellman
32,4.875,103.2188,70.1858,99.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,177,0,0,0.05858,-0.043729,0.362304,0.974968,13.5,0,0,Diffie-Hellman
32,4.78891,95.1875,76.2367,78.0,288.0,0.076098,29,0.1133,3,0,3,0.375,0,0,1,1,79,0,0,-0.194541,-0.250881,-0.197951,0.959923,18.5,0,0,Diffie-Hellman
32,4.875,123.1562,63.9224,129.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,61,0,0,0.043885,0.018382,-0.272395,0.973519,15.0,0,0,Diffie-Hellman
32,4.78891,134.0625,69.3546,116.5,288.0,0.076098,29,0.1133,3,0,3,0.375,0,0,1,1,42,0,0,-0.207628,-0.377217,0.032841,0.965618,23.0,0,0,Diffie-Hellman
32,5.0,115.3125,78.3846,94.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,218,0,0,-0.104696,0.100492,0.034856,0.986173,8.0,0,0,Diffie-Hellman
32,4.875,125.1875,81.5163,124.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,167,0,0,-0.148237,-0.036907,0.34474,0.989032,14.5,0,0,Diffie-Hellman
32,4.9375,136.1875,66.3482,140.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,228,0,0,-0.227641,-0.022393,-0.146157,0.984679,18.0,0,0,Diffie-Hellman
32,4.9375,129.2188,75.069,113.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,254,0,0,0.187253,-0.125753,0.075633,0.979338,14.0,0,0,Diffie-Hellman
32,4.875,101.7812,56.1642,91.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,12,0,0,0.288234,0.094152,-0.379141,0.969058,14.0,0,0,Diffie-Hellman
32,4.9375,126.875,72.1088,136.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,18,0,0,-0.19432,-0.27109,0.148259,0.991164,10.5,0,0,Diffie-Hellman
32,4.9375,133.6562,70.7494,131.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,41,0,0,0.170534,-0.065645,-0.253411,0.982999,10.5,0,0,Diffie-Hellman
32,5.0,128.125,81.6244,125.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,183,0,0,-0.205207,-0.235918,0.198884,0.983974,9.5,0,0,Diffie-Hellman
32,5.0,119.2812,76.1972,116.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,252,0,0,0.066181,-0.005215,0.171649,0.98868,21.5,0,0,Diffie-Hellman
32,4.85141,119.4062,77.1475,130.5,272.0,0.221829,30,0.1172,3,0,3,0.3644,0,0,1,1,129,0,0,-0.084366,-0.041623,0.067793,0.981138,14.0,0,0,Diffie-Hellman
32,4.625,126.0,66.9375,118.5,352.0,5.3e-05,27,0.1055,4,0,4,0.4146,0,0,1,1,86,0,0,-0.003648,0.094267,-0.23566,0.958499,29.0,0,0,Diffie-Hellman
32,4.8125,152.625,70.1056,164.5,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,202,0,0,0.039656,-0.295133,0.05807,0.980641,22.0,0,0,Diffie-Hellman
32,4.875,139.125,78.2491,154.0,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,250,0,0,0.011749,-0.226715,0.389907,0.990092,9.5,0,0,Diffie-Hellman
32,5.0,107.4375,73.7898,85.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,114,0,0,0.03908,-0.133591,-0.18953,0.983258,14.5,0,0,Diffie-Hellman
32,4.66391,103.9375,66.1778,102.0,320.0,0.003534,27,0.1055,3,0,3,0.3953,0,0,1,1,111,0,0,-0.113484,0.044458,-0.374274,0.965867,24.0,0,0,Diffie-Hellman
32,4.9375,125.1562,70.2122,117.5,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,211,0,0,-0.063812,-0.197442,-0.057848,0.984775,7.5,0,0,Diffie-Hellman
32,4.9375,137.875,86.6854,128.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,77,0,0,-0.0275,-0.099268,0.023224,0.975052,18.5,0,0,Diffie-Hellman
32,5.0,130.5,80.2282,116.0,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,1,0,0,-0.071029,-0.146769,-0.054418,0.982914,10.0,0,0,Diffie-Hellman
32,4.8125,125.9062,84.1358,132.0,272.0,0.221829,29,0.1133,2,0,2,0.3644,0,0,1,1,252,0,0,-0.281875,-0.25282,0.327212,0.979691,18.0,0,0,Diffie-Hellman
32,4.875,126.4688,61.202,127.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,16,0,0,-0.074517,0.261064,-0.022556,0.972924,15.5,0,0,Diffie-Hellman
32,4.875,127.6562,72.0931,138.5,256.0,0.470609,30,0.1172,2,0,2,0.3536,0,0,1,1,56,0,0,0.133762,0.395814,-0.206251,0.975408,16.5,0,0,Diffie-Hellman
32,4.9375,114.1562,73.3127,94.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,175,0,0,-0.255333,0.254688,0.049586,0.964003,13.0,0,0,Diffie-Hellman
32,4.9375,138.4375,78.4394,142.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,98,0,0,-0.362456,-0.029727,0.161897,0.976141,13.5,0,0,Diffie-Hellman
32,4.75,112.8125,64.9536,100.5,320.0,0.003534,29,0.1133,4,0,4,0.3953,0,0,1,1,215,0,0,-0.249092,-0.035473,0.005638,0.986525,7.5,0,0,Diffie-Hellman
32,5.0,141.8125,76.8735,147.5,224.0,0.919662,32,0.125,1,0,1,0.3307,0,0,1,1,78,0,0,-0.481058,0.017043,0.164047,0.991869,8.5,0,0,Diffie-Hellman
32,4.9375,122.1875,73.2071,121.0,240.0,0.741516,31,0.1211,2,0,2,0.3423,0,0,1,1,196,0,0,-0.106679,0.054012,0.025421,0.984397,12.0,0,0,Diffie-Hellman
